Source	Target	Type	Confidence	Rule_ID	Quality_Tier	Meets_Original_Threshold
X276_RS06710	X276_RS06395	activation	1.000	X276_RS06395_rule_2	high	True
X276_RS00290	X276_RS06395	activation	1.000	X276_RS06395_rule_3	high	True
X276_RS06710	X276_RS06395	activation	1.000	X276_RS06395_rule_3	high	True
X276_RS05985	X276_RS06400	activation	1.000	X276_RS06400_rule_1	high	True
X276_RS05980	X276_RS06400	activation	1.000	X276_RS06400_rule_2	high	True
X276_RS06410	X276_RS06400	activation	1.000	X276_RS06400_rule_3	high	True
X276_RS08055	X276_RS06405	activation	1.000	X276_RS06405_rule_1	high	True
X276_RS08445	X276_RS06405	activation	1.000	X276_RS06405_rule_1	high	True
X276_RS08370	X276_RS06405	activation	1.000	X276_RS06405_rule_2	high	True
X276_RS08445	X276_RS06405	activation	1.000	X276_RS06405_rule_2	high	True
X276_RS08445	X276_RS06405	activation	1.000	X276_RS06405_rule_3	high	True
X276_RS04255	X276_RS06405	activation	1.000	X276_RS06405_rule_3	high	True
X276_RS05985	X276_RS06410	activation	1.000	X276_RS06410_rule_1	high	True
X276_RS05980	X276_RS06410	activation	1.000	X276_RS06410_rule_2	high	True
X276_RS08055	X276_RS06410	activation	1.000	X276_RS06410_rule_3	high	True
X276_RS06955	X276_RS06415	activation	0.947	X276_RS06415_rule_1	high	True
X276_RS01310	X276_RS06415	activation	0.947	X276_RS06415_rule_1	high	True
X276_RS03815	X276_RS06415	activation	0.947	X276_RS06415_rule_2	high	True
X276_RS06955	X276_RS06415	activation	0.947	X276_RS06415_rule_2	high	True
X276_RS06955	X276_RS06415	activation	0.947	X276_RS06415_rule_1	high	True
X276_RS01310	X276_RS06415	activation	0.947	X276_RS06415_rule_1	high	True
X276_RS00460	X276_RS06420	activation	0.933	X276_RS06420_rule_1	high	True
X276_RS00955	X276_RS06420	activation	0.933	X276_RS06420_rule_2	high	True
X276_RS01055	X276_RS06420	activation	0.933	X276_RS06420_rule_3	high	True
X276_RS05850	X276_RS06425	activation	1.000	X276_RS06425_rule_1	high	True
X276_RS06190	X276_RS06425	activation	1.000	X276_RS06425_rule_1	high	True
X276_RS21380	X276_RS06425	activation	1.000	X276_RS06425_rule_2	high	True
X276_RS06190	X276_RS06425	activation	1.000	X276_RS06425_rule_2	high	True
X276_RS06190	X276_RS06425	activation	1.000	X276_RS06425_rule_3	high	True
X276_RS08370	X276_RS06425	activation	1.000	X276_RS06425_rule_3	high	True
X276_RS06385	X276_RS06430	activation	1.000	X276_RS06430_rule_1	high	True
X276_RS06290	X276_RS06430	activation	1.000	X276_RS06430_rule_2	high	True
X276_RS06385	X276_RS06430	activation	1.000	X276_RS06430_rule_1	high	True
X276_RS12420	X276_RS06435	activation	0.947	X276_RS06435_rule_1	high	True
X276_RS00910	X276_RS06435	activation	0.947	X276_RS06435_rule_2	high	True
X276_RS03750	X276_RS06435	activation	0.947	X276_RS06435_rule_3	high	True
X276_RS06545	X276_RS06440	activation	1.000	X276_RS06440_rule_1	high	True
X276_RS06545	X276_RS06440	activation	1.000	X276_RS06440_rule_1	high	True
X276_RS06545	X276_RS06440	activation	1.000	X276_RS06440_rule_1	high	True
X276_RS01055	X276_RS06445	activation	1.000	X276_RS06445_rule_1	high	True
X276_RS01055	X276_RS06445	activation	1.000	X276_RS06445_rule_1	high	True
X276_RS01055	X276_RS06445	activation	1.000	X276_RS06445_rule_1	high	True
X276_RS26185	X276_RS06450	activation	1.000	X276_RS06450_rule_1	high	True
X276_RS07255	X276_RS06450	activation	1.000	X276_RS06450_rule_2	high	True
X276_RS07485	X276_RS06450	activation	1.000	X276_RS06450_rule_3	high	True
X276_RS14075	X276_RS06455	activation	1.000	X276_RS06455_rule_1	high	True
X276_RS14020	X276_RS06455	activation	1.000	X276_RS06455_rule_2	high	True
X276_RS07855	X276_RS06455	activation	1.000	X276_RS06455_rule_3	high	True
X276_RS02550	X276_RS06460	activation	1.000	X276_RS06460_rule_1	high	True
X276_RS02460	X276_RS06460	activation	1.000	X276_RS06460_rule_2	high	True
X276_RS02320	X276_RS06460	activation	1.000	X276_RS06460_rule_3	high	True
X276_RS05650	X276_RS06465	activation	0.933	X276_RS06465_rule_1	high	True
X276_RS06985	X276_RS06465	activation	0.933	X276_RS06465_rule_2	high	True
X276_RS07145	X276_RS06465	activation	0.933	X276_RS06465_rule_3	high	True
X276_RS04320	X276_RS06470	activation	1.000	X276_RS06470_rule_1	high	True
X276_RS05315	X276_RS06470	activation	1.000	X276_RS06470_rule_2	high	True
X276_RS21670	X276_RS06470	activation	1.000	X276_RS06470_rule_3	high	True
X276_RS04900	X276_RS06475	activation	1.000	X276_RS06475_rule_1	high	True
X276_RS25850	X276_RS06475	activation	1.000	X276_RS06475_rule_1	high	True
X276_RS04900	X276_RS06475	activation	1.000	X276_RS06475_rule_2	high	True
X276_RS28435	X276_RS06475	activation	1.000	X276_RS06475_rule_2	high	True
X276_RS01425	X276_RS06475	activation	1.000	X276_RS06475_rule_3	high	True
X276_RS25850	X276_RS06475	activation	1.000	X276_RS06475_rule_3	high	True
X276_RS04970	X276_RS06480	activation	1.000	X276_RS06480_rule_1	high	True
X276_RS14060	X276_RS06480	activation	1.000	X276_RS06480_rule_1	high	True
X276_RS04970	X276_RS06480	activation	1.000	X276_RS06480_rule_2	high	True
X276_RS19910	X276_RS06480	activation	1.000	X276_RS06480_rule_2	high	True
X276_RS04970	X276_RS06480	activation	1.000	X276_RS06480_rule_3	high	True
X276_RS02175	X276_RS06480	activation	1.000	X276_RS06480_rule_3	high	True
X276_RS14060	X276_RS06485	activation	1.000	X276_RS06485_rule_1	high	True
X276_RS19920	X276_RS06485	activation	1.000	X276_RS06485_rule_1	high	True
X276_RS14060	X276_RS06485	activation	1.000	X276_RS06485_rule_2	high	True
X276_RS26275	X276_RS06485	activation	1.000	X276_RS06485_rule_2	high	True
X276_RS14060	X276_RS06485	activation	1.000	X276_RS06485_rule_1	high	True
X276_RS19920	X276_RS06485	activation	1.000	X276_RS06485_rule_1	high	True
X276_RS05625	X276_RS06490	activation	1.000	X276_RS06490_rule_1	high	True
X276_RS05310	X276_RS06490	activation	1.000	X276_RS06490_rule_2	high	True
X276_RS01465	X276_RS06490	activation	1.000	X276_RS06490_rule_3	high	True
X276_RS20495	X276_RS06495	inhibition	1.000	X276_RS06495_rule_1	high	True
X276_RS04700	X276_RS06495	activation	1.000	X276_RS06495_rule_1	high	True
X276_RS15630	X276_RS06495	inhibition	1.000	X276_RS06495_rule_2	high	True
X276_RS04700	X276_RS06495	activation	1.000	X276_RS06495_rule_2	high	True
X276_RS15630	X276_RS06495	inhibition	1.000	X276_RS06495_rule_2	high	True
X276_RS04700	X276_RS06495	activation	1.000	X276_RS06495_rule_2	high	True
X276_RS04960	X276_RS06500	activation	1.000	X276_RS06500_rule_1	high	True
X276_RS14230	X276_RS06500	activation	1.000	X276_RS06500_rule_2	high	True
X276_RS04960	X276_RS06500	activation	1.000	X276_RS06500_rule_1	high	True
X276_RS27275	X276_RS06505	activation	1.000	X276_RS06505_rule_1	high	True
X276_RS07165	X276_RS06505	activation	1.000	X276_RS06505_rule_2	high	True
X276_RS06560	X276_RS06505	activation	1.000	X276_RS06505_rule_3	high	True
X276_RS27275	X276_RS06510	activation	1.000	X276_RS06510_rule_1	high	True
X276_RS07165	X276_RS06510	activation	1.000	X276_RS06510_rule_2	high	True
X276_RS06560	X276_RS06510	activation	1.000	X276_RS06510_rule_3	high	True
X276_RS06210	X276_RS06515	activation	1.000	X276_RS06515_rule_1	high	True
X276_RS06245	X276_RS06515	activation	1.000	X276_RS06515_rule_2	high	True
X276_RS21185	X276_RS06515	activation	1.000	X276_RS06515_rule_3	high	True
X276_RS06170	X276_RS06520	activation	1.000	X276_RS06520_rule_1	high	True
X276_RS06265	X276_RS06520	activation	1.000	X276_RS06520_rule_2	high	True
X276_RS06785	X276_RS06520	activation	1.000	X276_RS06520_rule_3	high	True
X276_RS02550	X276_RS06525	activation	1.000	X276_RS06525_rule_1	high	True
X276_RS02460	X276_RS06525	activation	1.000	X276_RS06525_rule_2	high	True
X276_RS02320	X276_RS06525	activation	1.000	X276_RS06525_rule_3	high	True
X276_RS22560	X276_RS06530	activation	0.947	X276_RS06530_rule_1	high	True
X276_RS21860	X276_RS06530	activation	0.947	X276_RS06530_rule_2	high	True
X276_RS22560	X276_RS06530	activation	0.947	X276_RS06530_rule_1	high	True
X276_RS07495	X276_RS06535	activation	1.000	X276_RS06535_rule_1	high	True
X276_RS06620	X276_RS06535	activation	1.000	X276_RS06535_rule_2	high	True
X276_RS06555	X276_RS06535	activation	1.000	X276_RS06535_rule_3	high	True
X276_RS02930	X276_RS06540	activation	1.000	X276_RS06540_rule_1	high	True
X276_RS27140	X276_RS06540	activation	1.000	X276_RS06540_rule_2	high	True
X276_RS26585	X276_RS06540	activation	1.000	X276_RS06540_rule_3	high	True
X276_RS06440	X276_RS06545	activation	1.000	X276_RS06545_rule_1	high	True
X276_RS06440	X276_RS06545	activation	1.000	X276_RS06545_rule_1	high	True
X276_RS06440	X276_RS06545	activation	1.000	X276_RS06545_rule_1	high	True
X276_RS06210	X276_RS06550	activation	1.000	X276_RS06550_rule_1	high	True
X276_RS06515	X276_RS06550	activation	1.000	X276_RS06550_rule_2	high	True
X276_RS06285	X276_RS06550	activation	1.000	X276_RS06550_rule_3	high	True
X276_RS07495	X276_RS06555	activation	1.000	X276_RS06555_rule_1	high	True
X276_RS06535	X276_RS06555	activation	1.000	X276_RS06555_rule_2	high	True
X276_RS06620	X276_RS06555	activation	1.000	X276_RS06555_rule_3	high	True
X276_RS07165	X276_RS06560	activation	1.000	X276_RS06560_rule_1	high	True
X276_RS06505	X276_RS06560	activation	1.000	X276_RS06560_rule_2	high	True
X276_RS06510	X276_RS06560	activation	1.000	X276_RS06560_rule_3	high	True
X276_RS00235	X276_RS06570	activation	1.000	X276_RS06570_rule_1	high	True
X276_RS07540	X276_RS06570	activation	1.000	X276_RS06570_rule_2	high	True
X276_RS08090	X276_RS06570	activation	1.000	X276_RS06570_rule_3	high	True
X276_RS02380	X276_RS06575	activation	1.000	X276_RS06575_rule_1	high	True
X276_RS06190	X276_RS06575	activation	1.000	X276_RS06575_rule_1	high	True
X276_RS02380	X276_RS06575	activation	1.000	X276_RS06575_rule_1	high	True
X276_RS06190	X276_RS06575	activation	1.000	X276_RS06575_rule_1	high	True
X276_RS02380	X276_RS06575	activation	1.000	X276_RS06575_rule_1	high	True
X276_RS06190	X276_RS06575	activation	1.000	X276_RS06575_rule_1	high	True
X276_RS06230	X276_RS06580	activation	1.000	X276_RS06580_rule_1	high	True
X276_RS06145	X276_RS06580	activation	1.000	X276_RS06580_rule_2	high	True
X276_RS06275	X276_RS06580	activation	1.000	X276_RS06580_rule_3	high	True
X276_RS02550	X276_RS06585	activation	1.000	X276_RS06585_rule_1	high	True
X276_RS02460	X276_RS06585	activation	1.000	X276_RS06585_rule_2	high	True
X276_RS02320	X276_RS06585	activation	1.000	X276_RS06585_rule_3	high	True
X276_RS08535	X276_RS06590	activation	1.000	X276_RS06590_rule_1	high	True
X276_RS04395	X276_RS06590	activation	1.000	X276_RS06590_rule_2	high	True
X276_RS08155	X276_RS06590	activation	1.000	X276_RS06590_rule_3	high	True
X276_RS18530	X276_RS06595	activation	1.000	X276_RS06595_rule_1	high	True
X276_RS08440	X276_RS06595	activation	1.000	X276_RS06595_rule_1	high	True
X276_RS08440	X276_RS06595	activation	1.000	X276_RS06595_rule_2	high	True
X276_RS20535	X276_RS06595	activation	1.000	X276_RS06595_rule_2	high	True
X276_RS18530	X276_RS06595	activation	1.000	X276_RS06595_rule_3	high	True
X276_RS08440	X276_RS06595	activation	1.000	X276_RS06595_rule_3	high	True
X276_RS02550	X276_RS06600	activation	1.000	X276_RS06600_rule_1	high	True
X276_RS02460	X276_RS06600	activation	1.000	X276_RS06600_rule_2	high	True
X276_RS02320	X276_RS06600	activation	1.000	X276_RS06600_rule_3	high	True
X276_RS02435	X276_RS06605	activation	1.000	X276_RS06605_rule_1	high	True
X276_RS02350	X276_RS06605	activation	1.000	X276_RS06605_rule_2	high	True
X276_RS27935	X276_RS06605	activation	1.000	X276_RS06605_rule_3	high	True
X276_RS06560	X276_RS06610	activation	1.000	X276_RS06610_rule_1	high	True
X276_RS07165	X276_RS06610	activation	1.000	X276_RS06610_rule_2	high	True
X276_RS06510	X276_RS06610	activation	1.000	X276_RS06610_rule_3	high	True
X276_RS04420	X276_RS06615	activation	1.000	X276_RS06615_rule_1	high	True
X276_RS04500	X276_RS06615	activation	1.000	X276_RS06615_rule_2	high	True
X276_RS04360	X276_RS06615	activation	1.000	X276_RS06615_rule_3	high	True
X276_RS07495	X276_RS06620	activation	1.000	X276_RS06620_rule_1	high	True
X276_RS06535	X276_RS06620	activation	1.000	X276_RS06620_rule_2	high	True
X276_RS06555	X276_RS06620	activation	1.000	X276_RS06620_rule_3	high	True
X276_RS25195	X276_RS06625	activation	0.952	X276_RS06625_rule_1	high	True
X276_RS05910	X276_RS06625	activation	0.952	X276_RS06625_rule_1	high	True
X276_RS25195	X276_RS06625	activation	0.952	X276_RS06625_rule_1	high	True
X276_RS05910	X276_RS06625	activation	0.952	X276_RS06625_rule_1	high	True
X276_RS25195	X276_RS06625	activation	0.952	X276_RS06625_rule_1	high	True
X276_RS05910	X276_RS06625	activation	0.952	X276_RS06625_rule_1	high	True
X276_RS08715	X276_RS06630	activation	0.947	X276_RS06630_rule_1	high	True
X276_RS09295	X276_RS06630	inhibition	0.947	X276_RS06630_rule_1	high	True
X276_RS27175	X276_RS06630	activation	0.947	X276_RS06630_rule_1	high	True
X276_RS13730	X276_RS06630	activation	0.947	X276_RS06630_rule_2	high	True
X276_RS09295	X276_RS06630	inhibition	0.947	X276_RS06630_rule_2	high	True
X276_RS27175	X276_RS06630	activation	0.947	X276_RS06630_rule_2	high	True
X276_RS08715	X276_RS06630	activation	0.947	X276_RS06630_rule_3	high	True
X276_RS02405	X276_RS06630	inhibition	0.947	X276_RS06630_rule_3	high	True
X276_RS27175	X276_RS06630	activation	0.947	X276_RS06630_rule_3	high	True
X276_RS27865	X276_RS06635	activation	1.000	X276_RS06635_rule_1	high	True
X276_RS25765	X276_RS06635	activation	1.000	X276_RS06635_rule_2	high	True
X276_RS25760	X276_RS06635	activation	1.000	X276_RS06635_rule_3	high	True
X276_RS02445	X276_RS06640	activation	1.000	X276_RS06640_rule_1	high	True
X276_RS03810	X276_RS06640	activation	1.000	X276_RS06640_rule_2	high	True
X276_RS02445	X276_RS06640	activation	1.000	X276_RS06640_rule_1	high	True
X276_RS06880	X276_RS06645	activation	1.000	X276_RS06645_rule_1	high	True
X276_RS27580	X276_RS06645	activation	1.000	X276_RS06645_rule_2	high	True
X276_RS05785	X276_RS06645	activation	1.000	X276_RS06645_rule_3	high	True
X276_RS06005	X276_RS06650	activation	1.000	X276_RS06650_rule_1	high	True
X276_RS06855	X276_RS06650	activation	1.000	X276_RS06650_rule_2	high	True
X276_RS05730	X276_RS06650	activation	1.000	X276_RS06650_rule_3	high	True
X276_RS06005	X276_RS06655	activation	1.000	X276_RS06655_rule_1	high	True
X276_RS06855	X276_RS06655	activation	1.000	X276_RS06655_rule_2	high	True
X276_RS05730	X276_RS06655	activation	1.000	X276_RS06655_rule_3	high	True
X276_RS07355	X276_RS06660	activation	1.000	X276_RS06660_rule_1	high	True
X276_RS07355	X276_RS06660	activation	1.000	X276_RS06660_rule_1	high	True
X276_RS07355	X276_RS06660	activation	1.000	X276_RS06660_rule_1	high	True
X276_RS21170	X276_RS06665	activation	1.000	X276_RS06665_rule_1	high	True
X276_RS09435	X276_RS06665	activation	1.000	X276_RS06665_rule_2	high	True
X276_RS13755	X276_RS06665	activation	1.000	X276_RS06665_rule_3	high	True
X276_RS05650	X276_RS06675	activation	1.000	X276_RS06675_rule_1	high	True
X276_RS06195	X276_RS06675	activation	1.000	X276_RS06675_rule_2	high	True
X276_RS06790	X276_RS06675	activation	1.000	X276_RS06675_rule_3	high	True
X276_RS07520	X276_RS06680	activation	1.000	X276_RS06680_rule_1	high	True
X276_RS04665	X276_RS06680	activation	1.000	X276_RS06680_rule_2	high	True
X276_RS04695	X276_RS06680	activation	1.000	X276_RS06680_rule_3	high	True
X276_RS06280	X276_RS06685	activation	1.000	X276_RS06685_rule_1	high	True
X276_RS06330	X276_RS06685	activation	1.000	X276_RS06685_rule_2	high	True
X276_RS07160	X276_RS06685	activation	1.000	X276_RS06685_rule_3	high	True
X276_RS27270	X276_RS06690	activation	1.000	X276_RS06690_rule_1	high	True
X276_RS07560	X276_RS06690	activation	1.000	X276_RS06690_rule_2	high	True
X276_RS07480	X276_RS06690	activation	1.000	X276_RS06690_rule_3	high	True
X276_RS07145	X276_RS06695	activation	1.000	X276_RS06695_rule_1	high	True
X276_RS07145	X276_RS06695	activation	1.000	X276_RS06695_rule_1	high	True
X276_RS07145	X276_RS06695	activation	1.000	X276_RS06695_rule_1	high	True
X276_RS07140	X276_RS06700	activation	1.000	X276_RS06700_rule_1	high	True
X276_RS07140	X276_RS06700	activation	1.000	X276_RS06700_rule_1	high	True
X276_RS07140	X276_RS06700	activation	1.000	X276_RS06700_rule_1	high	True
X276_RS06020	X276_RS06705	activation	1.000	X276_RS06705_rule_1	high	True
X276_RS06770	X276_RS06705	activation	1.000	X276_RS06705_rule_2	high	True
X276_RS06020	X276_RS06705	activation	1.000	X276_RS06705_rule_1	high	True
X276_RS07160	X276_RS06710	activation	0.947	X276_RS06710_rule_1	high	True
X276_RS06280	X276_RS06710	activation	0.947	X276_RS06710_rule_2	high	True
X276_RS06330	X276_RS06710	activation	0.947	X276_RS06710_rule_3	high	True
X276_RS21185	X276_RS06715	activation	1.000	X276_RS06715_rule_1	high	True
X276_RS06245	X276_RS06715	activation	1.000	X276_RS06715_rule_2	high	True
X276_RS06210	X276_RS06715	activation	1.000	X276_RS06715_rule_3	high	True
X276_RS08475	X276_RS06720	activation	1.000	X276_RS06720_rule_1	high	True
X276_RS01420	X276_RS06720	activation	1.000	X276_RS06720_rule_2	high	True
X276_RS08475	X276_RS06720	activation	1.000	X276_RS06720_rule_1	high	True
X276_RS05940	X276_RS06725	activation	1.000	X276_RS06725_rule_1	high	True
X276_RS06380	X276_RS06725	activation	1.000	X276_RS06725_rule_1	high	True
X276_RS04940	X276_RS06725	activation	1.000	X276_RS06725_rule_2	high	True
X276_RS05940	X276_RS06725	activation	1.000	X276_RS06725_rule_2	high	True
X276_RS05940	X276_RS06725	activation	1.000	X276_RS06725_rule_3	high	True
X276_RS05410	X276_RS06725	activation	1.000	X276_RS06725_rule_3	high	True
X276_RS14045	X276_RS06730	activation	1.000	X276_RS06730_rule_1	high	True
X276_RS13825	X276_RS06730	activation	1.000	X276_RS06730_rule_2	high	True
X276_RS13810	X276_RS06730	activation	1.000	X276_RS06730_rule_3	high	True
X276_RS00235	X276_RS06735	activation	1.000	X276_RS06735_rule_1	high	True
X276_RS07540	X276_RS06735	activation	1.000	X276_RS06735_rule_2	high	True
X276_RS08090	X276_RS06735	activation	1.000	X276_RS06735_rule_3	high	True
X276_RS06170	X276_RS06740	activation	1.000	X276_RS06740_rule_1	high	True
X276_RS06265	X276_RS06740	activation	1.000	X276_RS06740_rule_2	high	True
X276_RS06780	X276_RS06740	activation	1.000	X276_RS06740_rule_3	high	True
X276_RS05650	X276_RS06745	activation	1.000	X276_RS06745_rule_1	high	True
X276_RS06195	X276_RS06745	activation	1.000	X276_RS06745_rule_2	high	True
X276_RS06675	X276_RS06745	activation	1.000	X276_RS06745_rule_3	high	True
X276_RS05650	X276_RS06755	activation	1.000	X276_RS06755_rule_1	high	True
X276_RS06195	X276_RS06755	activation	1.000	X276_RS06755_rule_2	high	True
X276_RS06675	X276_RS06755	activation	1.000	X276_RS06755_rule_3	high	True
X276_RS06170	X276_RS06760	activation	1.000	X276_RS06760_rule_1	high	True
X276_RS06265	X276_RS06760	activation	1.000	X276_RS06760_rule_2	high	True
X276_RS06780	X276_RS06760	activation	1.000	X276_RS06760_rule_3	high	True
X276_RS06940	X276_RS06765	activation	1.000	X276_RS06765_rule_1	high	True
X276_RS27135	X276_RS06765	activation	1.000	X276_RS06765_rule_2	high	True
X276_RS25685	X276_RS06765	activation	1.000	X276_RS06765_rule_3	high	True
X276_RS06705	X276_RS06770	activation	1.000	X276_RS06770_rule_1	high	True
X276_RS06020	X276_RS06770	activation	1.000	X276_RS06770_rule_2	high	True
X276_RS06705	X276_RS06770	activation	1.000	X276_RS06770_rule_1	high	True
X276_RS15020	X276_RS06775	activation	0.941	X276_RS06775_rule_1	high	True
X276_RS15020	X276_RS06775	activation	0.941	X276_RS06775_rule_1	high	True
X276_RS15020	X276_RS06775	activation	0.941	X276_RS06775_rule_1	high	True
X276_RS06170	X276_RS06780	activation	1.000	X276_RS06780_rule_1	high	True
X276_RS06265	X276_RS06780	activation	1.000	X276_RS06780_rule_2	high	True
X276_RS06760	X276_RS06780	activation	1.000	X276_RS06780_rule_3	high	True
X276_RS06170	X276_RS06785	activation	1.000	X276_RS06785_rule_1	high	True
X276_RS06265	X276_RS06785	activation	1.000	X276_RS06785_rule_2	high	True
X276_RS06760	X276_RS06785	activation	1.000	X276_RS06785_rule_3	high	True
X276_RS05650	X276_RS06790	activation	1.000	X276_RS06790_rule_1	high	True
X276_RS06195	X276_RS06790	activation	1.000	X276_RS06790_rule_2	high	True
X276_RS06675	X276_RS06790	activation	1.000	X276_RS06790_rule_3	high	True
X276_RS27575	X276_RS06795	activation	1.000	X276_RS06795_rule_1	high	True
X276_RS27570	X276_RS06795	activation	1.000	X276_RS06795_rule_2	high	True
X276_RS27575	X276_RS06795	activation	1.000	X276_RS06795_rule_1	high	True
X276_RS09100	X276_RS06800	activation	0.941	X276_RS06800_rule_1	high	True
X276_RS06875	X276_RS06800	activation	0.941	X276_RS06800_rule_2	high	True
X276_RS06950	X276_RS06800	activation	0.941	X276_RS06800_rule_3	high	True
X276_RS21690	X276_RS06805	activation	1.000	X276_RS06805_rule_1	high	True
X276_RS09330	X276_RS06805	activation	1.000	X276_RS06805_rule_1	high	True
X276_RS21690	X276_RS06805	activation	1.000	X276_RS06805_rule_2	high	True
X276_RS02250	X276_RS06805	activation	1.000	X276_RS06805_rule_2	high	True
X276_RS21690	X276_RS06805	activation	1.000	X276_RS06805_rule_3	high	True
X276_RS02215	X276_RS06805	activation	1.000	X276_RS06805_rule_3	high	True
X276_RS02045	X276_RS06810	activation	0.947	X276_RS06810_rule_1	high	True
X276_RS06945	X276_RS06810	activation	0.947	X276_RS06810_rule_2	high	True
X276_RS06045	X276_RS06810	activation	0.947	X276_RS06810_rule_3	high	True
X276_RS03895	X276_RS06815	activation	0.909	X276_RS06815_rule_1	high	True
X276_RS02415	X276_RS06815	activation	0.909	X276_RS06815_rule_2	high	True
X276_RS02255	X276_RS06815	activation	0.909	X276_RS06815_rule_3	high	True
X276_RS05550	X276_RS06820	activation	0.933	X276_RS06820_rule_1	high	True
X276_RS05525	X276_RS06820	activation	0.933	X276_RS06820_rule_2	high	True
X276_RS05585	X276_RS06820	activation	0.933	X276_RS06820_rule_3	high	True
X276_RS03320	X276_RS06825	activation	1.000	X276_RS06825_rule_1	high	True
X276_RS19175	X276_RS06825	activation	1.000	X276_RS06825_rule_2	high	True
X276_RS14185	X276_RS06825	activation	1.000	X276_RS06825_rule_3	high	True
X276_RS06170	X276_RS06830	activation	1.000	X276_RS06830_rule_1	high	True
X276_RS06265	X276_RS06830	activation	1.000	X276_RS06830_rule_2	high	True
X276_RS06760	X276_RS06830	activation	1.000	X276_RS06830_rule_3	high	True
X276_RS04360	X276_RS06835	activation	1.000	X276_RS06835_rule_1	high	True
X276_RS04420	X276_RS06835	activation	1.000	X276_RS06835_rule_2	high	True
X276_RS05470	X276_RS06835	activation	1.000	X276_RS06835_rule_3	high	True
X276_RS02635	X276_RS06840	activation	1.000	X276_RS06840_rule_1	high	True
X276_RS07255	X276_RS06840	activation	1.000	X276_RS06840_rule_1	high	True
X276_RS05010	X276_RS06840	activation	1.000	X276_RS06840_rule_2	high	True
X276_RS07255	X276_RS06840	activation	1.000	X276_RS06840_rule_2	high	True
X276_RS04010	X276_RS06840	activation	1.000	X276_RS06840_rule_3	high	True
X276_RS07255	X276_RS06840	activation	1.000	X276_RS06840_rule_3	high	True
X276_RS05425	X276_RS06845	activation	1.000	X276_RS06845_rule_1	high	True
X276_RS05425	X276_RS06845	activation	1.000	X276_RS06845_rule_1	high	True
X276_RS05425	X276_RS06845	activation	1.000	X276_RS06845_rule_1	high	True
X276_RS20425	X276_RS06850	activation	1.000	X276_RS06850_rule_1	high	True
X276_RS01640	X276_RS06850	activation	1.000	X276_RS06850_rule_2	high	True
X276_RS01725	X276_RS06850	activation	1.000	X276_RS06850_rule_3	high	True
X276_RS05730	X276_RS06855	activation	1.000	X276_RS06855_rule_1	high	True
X276_RS05920	X276_RS06855	activation	1.000	X276_RS06855_rule_2	high	True
X276_RS05675	X276_RS06855	activation	1.000	X276_RS06855_rule_3	high	True
X276_RS04775	X276_RS06860	activation	1.000	X276_RS06860_rule_1	high	True
X276_RS05320	X276_RS06860	activation	1.000	X276_RS06860_rule_2	high	True
X276_RS06335	X276_RS06860	activation	1.000	X276_RS06860_rule_3	high	True
X276_RS25765	X276_RS06865	activation	1.000	X276_RS06865_rule_1	high	True
X276_RS25670	X276_RS06865	activation	1.000	X276_RS06865_rule_2	high	True
X276_RS25700	X276_RS06865	activation	1.000	X276_RS06865_rule_3	high	True
X276_RS27270	X276_RS06870	activation	1.000	X276_RS06870_rule_1	high	True
X276_RS07560	X276_RS06870	activation	1.000	X276_RS06870_rule_2	high	True
X276_RS07480	X276_RS06870	activation	1.000	X276_RS06870_rule_3	high	True
X276_RS05460	X276_RS06875	activation	1.000	X276_RS06875_rule_1	high	True
X276_RS09100	X276_RS06875	activation	1.000	X276_RS06875_rule_2	high	True
X276_RS05455	X276_RS06875	activation	1.000	X276_RS06875_rule_3	high	True
X276_RS06645	X276_RS06880	activation	1.000	X276_RS06880_rule_1	high	True
X276_RS07170	X276_RS06880	activation	1.000	X276_RS06880_rule_2	high	True
X276_RS05785	X276_RS06880	activation	1.000	X276_RS06880_rule_3	high	True
X276_RS28355	X276_RS06885	activation	0.941	X276_RS06885_rule_1	high	True
X276_RS06650	X276_RS06885	activation	0.941	X276_RS06885_rule_2	high	True
X276_RS06655	X276_RS06885	activation	0.941	X276_RS06885_rule_3	high	True
X276_RS07135	X276_RS06890	activation	1.000	X276_RS06890_rule_1	high	True
X276_RS07135	X276_RS06890	activation	1.000	X276_RS06890_rule_1	high	True
X276_RS07135	X276_RS06890	activation	1.000	X276_RS06890_rule_1	high	True
X276_RS13455	X276_RS06895	activation	1.000	X276_RS06895_rule_1	high	True
X276_RS12885	X276_RS06895	activation	1.000	X276_RS06895_rule_2	high	True
X276_RS12405	X276_RS06895	activation	1.000	X276_RS06895_rule_3	high	True
X276_RS00115	X276_RS06900	activation	1.000	X276_RS06900_rule_1	high	True
X276_RS00510	X276_RS06900	activation	1.000	X276_RS06900_rule_2	high	True
X276_RS08255	X276_RS06900	activation	1.000	X276_RS06900_rule_3	high	True
X276_RS06635	X276_RS06905	activation	1.000	X276_RS06905_rule_1	high	True
X276_RS24950	X276_RS06905	activation	1.000	X276_RS06905_rule_2	high	True
X276_RS27865	X276_RS06905	activation	1.000	X276_RS06905_rule_3	high	True
X276_RS04970	X276_RS06910	activation	1.000	X276_RS06910_rule_1	high	True
X276_RS27830	X276_RS06910	activation	1.000	X276_RS06910_rule_1	high	True
X276_RS06205	X276_RS06910	activation	1.000	X276_RS06910_rule_2	high	True
